property_address,property_ward,violation_fire_code,number_of_violations
1200 Don Mills Rd,16,1.1.2.3./6.3.2.2.,16
1200 Don Mills Rd,16,2.2.2.1,16
1200 Don Mills Rd,16,2.2.3.2,16
1200 Don Mills Rd,16,2.4.1.1,16
1200 Don Mills Rd,16,2.8.3.4,16
1200 Don Mills Rd,16,6.4.2.6. (1),16
1200 Don Mills Rd,16,9.6.3.6,16
201 Van Horne Ave,17,2.2.3.2,8
10 Ruddington Dr,17,2.2.3.2,5
10 Ruddington Dr,17,2.8.2.1,5
3 Rean Dr,17,2.2.3.2,34
3 Rean Dr,17,2.4.1.1,34
121 McMahon Dr,17,1.1.1.2,8
8 Park Rd,11,2.2.3.2,9
8 Park Rd,11,2.8.2.1,9
8 Park Rd,11,6.3.1.2,9
8 Park Rd,11,6.3.1.4,9
200 Chalkfarm Dr,7,7.2.5.1,6
5000 Jane St,7,1.1.2.1./2.7.3.3.(3),12
5000 Jane St,7,1.1.2.1./6.3.2.2.,12
5000 Jane St,7,1.1.2.1./6.5.5.4.,12
5000 Jane St,7,1.1.2.1./6.7.1.1.,12
5000 Jane St,7,2.2.3.2,12
5000 Jane St,7,6.5.3.4,12
11 Catford Rd,7,1.1.2.1./2.7.3.3.(3),10
11 Catford Rd,7,1.1.2.1./6.2.7.5.,10
11 Catford Rd,7,1.1.2.1./6.3.2.2.,10
11 Catford Rd,7,1.1.2.1./6.4.3.3.,10
11 Catford Rd,7,2.2.2.1,10
11 Catford Rd,7,2.7.3.2 (1),10
11 Catford Rd,7,2.8.2.5 (1),10
8 Rosebank Dr,23,1.1.2.1./6.7.1.1.,9
8 Rosebank Dr,23,2.2.1.1,9
8 Rosebank Dr,23,2.2.3.2,9
8 Rosebank Dr,23,2.2.3.5,9
8 Rosebank Dr,23,2.8.2.1,9
8 Rosebank Dr,23,6.6.3.3,9
6 Rosebank Dr,23,1.1.1.2,16
6 Rosebank Dr,23,1.1.2.1./6.7.1.1.,16
6 Rosebank Dr,23,2.2.3.2,16
6 Rosebank Dr,23,2.2.3.5,16
6 Rosebank Dr,23,2.4.1.1,16
6 Rosebank Dr,23,2.8.2.1,16
6 Rosebank Dr,23,2.8.2.1,16
6 Rosebank Dr,23,6.2.4.1,16
6 Rosebank Dr,23,6.4.3.7,16
6 Rosebank Dr,23,6.5.1.5,16
6 Rosebank Dr,23,6.6.3.3,16
20 Edgecliff Golfway,16,2.2.2.1,18
20 Edgecliff Golfway,16,2.4.1.1,18
20 Edgecliff Golfway,16,6.3.1.4,18
57 Parkwoods Village Dr,16,2.2.2.1,6
101 Humber Blvd,5,2.2.3.2,24
67 Parkwoods Village Dr,16,6.3.1.2,6
403 Church St,13,2.8.2.1,5
403 Church St,13,2.8.2.1,5
403 Church St,13,CH 470 - S.6,5
44 Valley Woods Rd,16,6.3.1.4,18
620 Martin Grove Rd,1,1.1.2.1,3
620 Martin Grove Rd,1,1.1.2.2,3
485 Huron St,11,1.1.1.2,13
485 Huron St,11,1.1.2.1./2.7.3.3.(3),13
485 Huron St,11,1.1.2.1./6.2.7.5.,13
485 Huron St,11,1.1.2.1./6.3.2.2.,13
485 Huron St,11,2.8.2.1,13
6 Vena Way,7,1.1.2.1,3
6 Vena Way,7,6.3.4.3,3
20 Carabob Crt,22,2.2.2.1,12
20 Carabob Crt,22,2.2.3.2,12
20 Carabob Crt,22,2.4.1.1,12
20 Carabob Crt,22,2.7.3.2 (1),12
20 Carabob Crt,22,6.3.1.8,12
38 Elm St,11,1.1.2.1./7.3.1.2.,3
38 Elm St,11,2.2.3.2,3
360 Bloor St E,11,1.1.2.1./6.2.7.5.,21
360 Bloor St E,11,1.1.2.1./6.3.2.2.,21
360 Bloor St E,11,1.1.2.1./6.5.5.5.,21
360 Bloor St E,11,1.1.2.1./7.3.1.2.,21
360 Bloor St E,11,2.2.3.2,21
35 Walmer Rd,11,2.2.3.2,20
35 Walmer Rd,11,2.8.2.1,20
35 Walmer Rd,11,6.3.1.2,20
38 Avenue Rd,11,1.1.2.1./6.2.7.5.,12
38 Avenue Rd,11,1.1.2.1./6.3.2.2.,12
38 Avenue Rd,11,1.1.2.1./6.4.3.2.,12
38 Avenue Rd,11,1.1.2.1./6.5.5.3.,12
38 Avenue Rd,11,1.1.2.1./6.5.5.4.,12
38 Avenue Rd,11,1.1.2.1./6.6.3.5.,12
38 Avenue Rd,11,1.1.2.1./6.7.1.1.,12
38 Avenue Rd,11,1.1.2.1./7.3.1.2.,12
38 Avenue Rd,11,2.2.3.2,12
38 Avenue Rd,11,6.3.1.2,12
36 Hazelton Ave,11,1.1.2.1./6.3.2.2.,3
36 Hazelton Ave,11,2.2.3.2,3
36 Hazelton Ave,11,2.4.1.1,3
360 Bloor St W,11,6.3.1.2,3
375 Brunswick Ave,11,1.1.1.2,9
375 Brunswick Ave,11,2.2.3.2,9
375 Brunswick Ave,11,2.4.1.1,9
375 Brunswick Ave,11,6.3.1.2,9
388 Bloor St E,11,2.2.3.2,2
4 Lowther Ave,11,6.2.1.2,1
388 Yonge St,11,1.1.2.1./6.7.1.1.,4
388 Yonge St,11,1.1.2.1./7.3.1.2.,4
388 Yonge St,11,2.2.3.2,4
388 Yonge St,11,6.2.1.2,4
50 Charles St E,11,1.1.1.2,12
50 Charles St E,11,1.1.2.1./6.2.7.5.,12
50 Charles St E,11,1.1.2.1./6.3.2.2.,12
50 Charles St E,11,1.1.2.1./7.3.1.2.,12
50 Charles St E,11,6.3.1.4,12
1202 York Mills Rd,16,2.2.3.2,15
1202 York Mills Rd,16,2.7.3.2,15
1202 York Mills Rd,16,6.2.7.6,15
1202 York Mills Rd,16,6.5.1.5,15
1202 York Mills Rd,16,9.6.3.6,15
424 Yonge St,11,2.2.3.2,3
484 Spadina Ave,11,1.1.2.1./6.7.1.1.,11
484 Spadina Ave,11,1.1.2.1./7.3.1.2.,11
484 Spadina Ave,11,2.2.3.2,11
484 Spadina Ave,11,2.2.3.3,11
484 Spadina Ave,11,2.8.2.1,11
484 Spadina Ave,11,6.5.1.8,11
44 Charles St W,11,1.1.2.1./6.3.2.2.,15
44 Charles St W,11,1.1.2.1./6.6.3.5.,15
44 Charles St W,11,1.1.2.1./7.2.2.1.,15
44 Charles St W,11,1.1.2.1./7.3.1.2.,15
44 Charles St W,11,2.2.3.2,15
44 Charles St W,11,2.4.1.1,15
44 Charles St W,11,6.3.1.2,15
44 Gerrard St W,11,2.2.3.2,11
44 Gerrard St W,11,6.2.1.2,11
50 Hillsboro Ave,11,1.1.2.1./6.7.1.1.,3
50 Hillsboro Ave,11,2.2.3.2,3
50 Hillsboro Ave,11,2.4.1.1,3
40 Park Rd,11,1.1.2.1,8
40 Park Rd,11,1.1.2.1./2.7.3.3.(3),8
40 Park Rd,11,2.2.3.2,8
40 Park Rd,11,2.4.1.1,8
40 Park Rd,11,6.3.1.2,8
40 Scollard St,11,1.1.2.1,12
40 Scollard St,11,1.1.2.3./6.2.7.5.,12
40 Scollard St,11,1.1.2.3./6.3.2.2.,12
40 Scollard St,11,1.1.2.3./6.4.3.5.,12
40 Scollard St,11,1.1.2.3./6.5.5.3.,12
40 Scollard St,11,1.1.2.3./6.6.3.5.,12
40 Scollard St,11,1.1.2.3./7.3.1.2.,12
40 Scollard St,11,2.2.3.2,12
40 Scollard St,11,FPPA - S.30,12
45 Willcocks St,11,1.1.1.2,7
45 Willcocks St,11,1.1.2.1./2.7.3.3.(3),7
45 Willcocks St,11,1.1.2.1./6.3.2.2.,7
45 Willcocks St,11,1.1.2.1./6.7.1.1.,7
45 Willcocks St,11,2.4.1.1,7
45 Willcocks St,11,6.3.1.2,7
42 Charles St E,11,1.1.1.2,13
42 Charles St E,11,1.1.2.1./2.7.3.3.(3),13
42 Charles St E,11,1.1.2.1./6.2.7.5.,13
42 Charles St E,11,1.1.2.1./6.3.2.2.,13
42 Charles St E,11,1.1.2.1./6.3.2.6.,13
42 Charles St E,11,1.1.2.1./6.5.5.3.,13
42 Charles St E,11,1.1.2.1./6.5.5.4.,13
42 Charles St E,11,1.1.2.1./6.6.3.5.,13
42 Charles St E,11,1.1.2.1./6.7.1.1.,13
42 Charles St E,11,1.1.2.1./7.3.1.2.,13
42 Charles St E,11,2.2.3.2,13
42 Charles St E,11,6.3.1.2,13
7 Concorde Pl,16,1.1.1.2,12
7 Concorde Pl,16,1.1.2.1./6.2.7.5.,12
7 Concorde Pl,16,1.1.2.1./6.5.5.4.,12
7 Concorde Pl,16,1.1.2.1./6.6.5.6.,12
7 Concorde Pl,16,1.1.2.1./6.7.1.1.,12
7 Concorde Pl,16,2.2.2.1,12
7 Concorde Pl,16,2.2.3.2,12
700 Bay St,11,1.1.2.1./2.7.3.3.(3),14
700 Bay St,11,1.1.2.1./6.2.7.5.,14
700 Bay St,11,1.1.2.1./6.3.2.2.,14
700 Bay St,11,1.1.2.1./6.4.3.3.,14
700 Bay St,11,1.1.2.1./6.5.5.3.,14
700 Bay St,11,1.1.2.1./6.6.3.5.,14
700 Bay St,11,6.3.1.2,14
59 Spadina Rd,11,1.1.2.1./2.7.3.3.(3),20
59 Spadina Rd,11,1.1.2.1./6.2.7.5.,20
59 Spadina Rd,11,1.1.2.1./6.3.2.2.,20
59 Spadina Rd,11,1.1.2.1./6.5.5.3.,20
59 Spadina Rd,11,2.2.3.2,20
59 Spadina Rd,11,2.7.1.7,20
7 Jackes Ave,11,1.1.2.1./2.7.3.3.(3),8
7 Jackes Ave,11,1.1.2.1./6.2.7.5.,8
7 Jackes Ave,11,1.1.2.1./6.3.2.2.,8
7 Jackes Ave,11,1.1.2.1./6.5.5.2.,8
7 Jackes Ave,11,2.2.2.1,8
7 Jackes Ave,11,2.2.3.2,8
7 Jackes Ave,11,6.2.1.2,8
61 Yorkville Ave,11,1.1.2.1./6.7.1.1.,2
55 Charles St W,11,1.1.1.2,12
55 Charles St W,11,1.1.2.1./6.2.7.5.,12
55 Charles St W,11,1.1.2.1./6.3.2.2.,12
55 Charles St W,11,1.1.2.1./6.4.3.8.,12
55 Charles St W,11,1.1.2.1./6.7.1.1.,12
55 Charles St W,11,1.1.2.3./2.7.3.3.(3),12
55 Charles St W,11,2.2.3.2,12
55 Charles St W,11,6.3.1.2,12
66 Collier St,11,2.2.3.2,3
66 Collier St,11,2.2.3.3,3
66 Collier St,11,6.3.1.2,3
666 Spadina Ave,11,1.1.1.2,5
666 Spadina Ave,11,1.1.2.1./6.5.5.3.,5
666 Spadina Ave,11,1.1.2.1./6.5.5.4.,5
666 Spadina Ave,11,2.2.3.2,5
666 Spadina Ave,11,2.8.2.1,5
50 Prince Arthur Ave,11,2.2.3.2,1
68 Yorkville Ave,11,1.1.2.1./2.7.3.3.(3),6
68 Yorkville Ave,11,1.1.2.1./6.2.7.5.,6
68 Yorkville Ave,11,1.1.2.1./6.3.2.2.,6
68 Yorkville Ave,11,1.1.2.1./6.4.3.8.,6
68 Yorkville Ave,11,1.1.2.1./6.5.5.3.,6
68 Yorkville Ave,11,1.1.2.1./6.6.3.5.,6
717 Bay St,11,2.2.3.2,10
717 Bay St,11,6.2.1.2,10
55 Gerrard St W,11,1.1.2.1./7.3.1.2.,9
55 Gerrard St W,11,2.2.3.2,9
55 Gerrard St W,11,2.7.1.7,9
711 Bay St,11,2.2.3.2,10
57 Charles St W,11,1.1.2.1./7.3.1.2.,4
57 Charles St W,11,2.2.3.2,4
57 Charles St W,11,2.4.1.1,4
57 Charles St W,11,6.2.1.2,4
70 Spadina Rd,11,1.1.2.1./2.7.3.3.(3),21
70 Spadina Rd,11,1.1.2.1./6.2.7.5.,21
70 Spadina Rd,11,1.1.2.1./6.3.2.2.,21
70 Spadina Rd,11,2.2.3.2,21
50 Yorkville Ave,11,2.4.1.1,14
50 Yorkville Ave,11,2.4.1.1,14
50 Yorkville Ave,11,2.7.1.7,14
50 Yorkville Ave,11,2.7.1.7,14
62 Wellesley St W,11,1.1.2.1./6.7.1.1.,10
62 Wellesley St W,11,2.2.3.2,10
62 Wellesley St W,11,6.2.7.2,10
62 Wellesley St W,11,6.3.1.2,10
62 Wellesley St W,11,6.4.2.1,10
55 Prince Arthur Ave,11,1.1.2.1./2.7.3.3.(3),6
55 Prince Arthur Ave,11,1.1.2.1./6.2.7.5.,6
55 Prince Arthur Ave,11,1.1.2.1./6.3.2.2.,6
55 Prince Arthur Ave,11,2.2.3.2,6
50 Spadina Rd,11,2.2.3.2,3
50 Spadina Rd,11,2.8.2.1,3
188 Spadina Ave,10,6.3.1.4,1
55 Bloor St E,11,1.1.2.1./2.7.3.3.(3),18
55 Bloor St E,11,1.1.2.1./6.2.7.5.,18
55 Bloor St E,11,1.1.2.1./6.3.2.2.,18
55 Bloor St E,11,1.1.2.1./6.5.5.2.,18
55 Bloor St E,11,1.1.2.1./6.7.1.1.,18
55 Bloor St E,11,1.1.2.1./7.3.1.2.,18
55 Bloor St E,11,2.2.3.2,18
10 Sunny Glenway,16,1.1.2.1,20
10 Sunny Glenway,16,1.1.2.1,20
10 Sunny Glenway,16,2.2.2.1,20
10 Sunny Glenway,16,2.2.3.2,20
10 Sunny Glenway,16,2.4.1.1,20
10 Sunny Glenway,16,2.5.1.2. (2),20
10 Sunny Glenway,16,3.3.2.6,20
10 Sunny Glenway,16,6.5.1.5 (1),20
1 Greystone Walk Dr,20,1.1.1.2,7
1 Greystone Walk Dr,20,2.2.3.2,7
1 Greystone Walk Dr,20,2.4.1.1,7
1 Greystone Walk Dr,20,6.4.2.1,7
1 Firvalley Crt,20,1.1.1.2,6
72 Clinton St,11,1.1.2.1./2.7.3.3.(3),20
72 Clinton St,11,1.1.2.1./6.2.7.5.,20
72 Clinton St,11,1.1.2.1./6.3.2.2.,20
72 Clinton St,11,1.1.2.1./6.3.3.8.,20
72 Clinton St,11,1.1.2.1./6.3.4.8,20
72 Clinton St,11,1.1.2.1./6.4.3.7.(1),20
72 Clinton St,11,1.1.2.1./6.5.5.2.,20
72 Clinton St,11,1.1.2.1./6.6.3.5.,20
72 Clinton St,11,2.4.1.1,20
1290 Danforth Rd,21,2.2.3.2,7
1950 Kennedy Rd,21,1.1.1.2,7
1950 Kennedy Rd,21,2.2.3.2,7
1950 Kennedy Rd,21,2.7.3.1,7
1950 Kennedy Rd,21,2.8.2.5,7
735 Don Mills Rd,16,2.2.2.1,17
735 Don Mills Rd,16,2.2.3.2,17
735 Don Mills Rd,16,2.4.1.1,17
735 Don Mills Rd,16,6.5.1.5 (2),17
735 Don Mills Rd,16,9.6.3.6,17
195 Wynford Dr,16,2.2.3.2,15
195 Wynford Dr,16,2.4.1.1,15
720 Spadina Ave,11,1.1.2.1./2.7.3.3.(3),14
720 Spadina Ave,11,1.1.2.1./6.2.7.5.,14
720 Spadina Ave,11,1.1.2.1./6.3.2.2.,14
720 Spadina Ave,11,1.1.2.1./6.5.5.3.,14
720 Spadina Ave,11,1.1.2.1./6.7.1.1.,14
720 Spadina Ave,11,2.2.3.2,14
1328 Birchmount Rd,21,1.1.2.1./2.7.3.3.(3),13
1328 Birchmount Rd,21,1.1.2.1./6.2.7.5.,13
1328 Birchmount Rd,21,1.1.2.1./6.3.2.2.,13
1328 Birchmount Rd,21,1.1.2.1./6.3.3.8.,13
1328 Birchmount Rd,21,1.1.2.1./6.4.3.3.,13
1328 Birchmount Rd,21,1.1.2.1./6.4.3.7.(1),13
1328 Birchmount Rd,21,1.1.2.1./6.5.5.3.,13
1328 Birchmount Rd,21,1.1.2.1./6.6.3.5.,13
1328 Birchmount Rd,21,1.1.2.1./6.7.1.1.,13
1328 Birchmount Rd,21,2.2.3.2,13
1328 Birchmount Rd,21,2.4.1.1,13
1328 Birchmount Rd,21,2.7.3.1,13
1328 Birchmount Rd,21,2.8.2.1,13
120 Town Haven Pl,20,6.2.1.2,4
120 Town Haven Pl,20,6.3.2.2,4
120 Town Haven Pl,20,6.5.1.5 (1),4
3 Greystone Walk Dr,20,1.1.1.2,3
3 Greystone Walk Dr,20,1.1.2.1./6.7.1.1.,3
3 Greystone Walk Dr,20,6.3.1.4,3
83 Borough Dr,21,1.1.1.2,4
83 Borough Dr,21,2.2.2.1,4
83 Borough Dr,21,2.2.3.2,4
83 Borough Dr,21,2.8.2.5,4
320 McCowan Rd,20,1.1.2.1./6.7.1.1.,14
320 McCowan Rd,20,2.2.3.2,14
320 McCowan Rd,20,6.2.1.2,14
320 McCowan Rd,20,6.3.1.4,14
320 McCowan Rd,20,6.3.4.3,14
320 McCowan Rd,20,6.4.1.2,14
320 McCowan Rd,20,9.6.3.6,14
320 McCowan Rd,20,CH 470 - S.6,14
140 Adanac Dr,20,1.1.1.2,16
140 Adanac Dr,20,2.2.2.1,16
140 Adanac Dr,20,2.2.3.2,16
140 Adanac Dr,20,6.2.7.1,16
140 Adanac Dr,20,6.3.4.3,16
140 Adanac Dr,20,6.4.2.5,16
140 Adanac Dr,20,6.4.2.6,16
140 Adanac Dr,20,9.6.2.6,16
140 Adanac Dr,20,9.6.3.6,16
2560 Kingston Rd,20,2.2.3.2,6
2560 Kingston Rd,20,2.2.3.3,6
2560 Kingston Rd,20,6.4.1.2,6
2560 Kingston Rd,20,6.4.1.6,6
2560 Kingston Rd,20,6.5.6.2,6
2560 Kingston Rd,20,CH 470 - S.7,6
2495 Eglinton Ave E,20,2.4.1.1,16
2495 Eglinton Ave E,20,2.8.2.1,16
263 Pharmacy Ave,20,1.1.1.2,21
263 Pharmacy Ave,20,2.2.3.1,21
263 Pharmacy Ave,20,2.2.3.2,21
2293 Eglinton Ave E,20,2.2.3.2,3
2293 Eglinton Ave E,20,2.5.1.2,3
2293 Eglinton Ave E,20,2.7.3.2,3
1080 Kingston Rd,20,1.1.1.2,17
1080 Kingston Rd,20,2.2.2.1,17
1080 Kingston Rd,20,2.2.3.2,17
1080 Kingston Rd,20,6.5.1.5,17
1100 Kingston Rd,20,1.1.2.1./6.3.2.2.,22
1100 Kingston Rd,20,2.2.3.2,22
1100 Kingston Rd,20,2.2.3.3,22
1100 Kingston Rd,20,2.8.2.5,22
1100 Kingston Rd,20,6.2.1.2,22
1100 Kingston Rd,20,6.2.7.4,22
1100 Kingston Rd,20,6.3.1.4,22
1100 Kingston Rd,20,6.3.2.2,22
1100 Kingston Rd,20,6.3.3.3,22
1100 Kingston Rd,20,6.4.2.1,22
1100 Kingston Rd,20,6.4.3.7,22
1100 Kingston Rd,20,6.5.1.5 (1),22
1100 Kingston Rd,20,6.5.1.5 (2),22
1100 Kingston Rd,20,7.2.5.1,22
20 Teesdale Pl,20,1.1.1.2,17
20 Teesdale Pl,20,2.2.2.1,17
20 Teesdale Pl,20,2.2.3.1,17
20 Teesdale Pl,20,2.2.3.2,17
20 Teesdale Pl,20,2.8.2.1,17
20 Teesdale Pl,20,6.2.1.2,17
20 Teesdale Pl,20,6.3.1.4,17
20 Teesdale Pl,20,6.5.1.2,17
2550 Kingston Rd,20,2.2.3.2,32
2550 Kingston Rd,20,2.4.1.1,32
2550 Kingston Rd,20,2.5.1.2,32
2550 Kingston Rd,20,2.7.3.1,32
2550 Kingston Rd,20,2.7.3.2,32
100 High Park Ave,4,2.4.1.1,7
9 Roanoke Rd,16,1.1.2.1./6.6.3.5.,4
9 Roanoke Rd,16,6.5.3.4,4
7 Roanoke Rd,16,2.2.2.1,7
7 Roanoke Rd,16,2.4.1.1,7
7 Roanoke Rd,16,2.7.3.3,7
530 Indian Grv,4,6.3.1.4,6
530 Indian Grv,4,CH 470 - S.7,6
80 Cosburn Ave,14,2.2.2.1,4
80 Cosburn Ave,14,2.2.3.2,4
650 Mount Pleasant Rd,12,1.1.2.1./6.7.1.1.,12
650 Mount Pleasant Rd,12,1.1.2.1./7.2.2.1.,12
650 Mount Pleasant Rd,12,2.2.3.4,12
650 Mount Pleasant Rd,12,2.2.3.5,12
650 Mount Pleasant Rd,12,2.4.1.1,12
650 Mount Pleasant Rd,12,2.8.3.4,12
650 Mount Pleasant Rd,12,6.5.5.7,12
890 Mount Pleasant Rd,12,6.3.1.4,10
360 Pitfield Rd,23,1.1.1.2,14
360 Pitfield Rd,23,1.1.2.1./6.5.5.4.,14
360 Pitfield Rd,23,2.2.3.2,14
360 Pitfield Rd,23,2.2.3.5,14
360 Pitfield Rd,23,6.2.4.1,14
360 Pitfield Rd,23,6.3.1.2,14
360 Pitfield Rd,23,6.6.3.3,14
1600 Sandhurst Crcl,23,1.1.2.1./7.3.1.2.,3
1600 Sandhurst Crcl,23,2.2.3.2,3
1600 Sandhurst Crcl,23,2.7.3.2 (1),3
2628 McCowan Rd,23,1.1.1.2,4
2628 McCowan Rd,23,1.1.2.1,4
2628 McCowan Rd,23,2.2.3.2,4
2628 McCowan Rd,23,4.3.13.5,4
1580 Sandhurst Crcl,23,1.1.2.1./7.3.1.2.,2
1580 Sandhurst Crcl,23,CH 470 - S.6,2
5001 Finch Ave E,23,1.1.2.1,6
5001 Finch Ave E,23,2.2.3.2,6
5001 Finch Ave E,23,4.3.13.5,6
5001 Finch Ave E,23,6.3.1.4,6
5001 Finch Ave E,23,6.5.1.2,6
88 Alton Towers Crcl,23,1.1.2.1./6.3.2.2.,11
88 Alton Towers Crcl,23,1.1.2.1./6.5.5.3.,11
88 Alton Towers Crcl,23,1.1.2.1./6.6.3.5.,11
88 Alton Towers Crcl,23,1.1.2.1./6.6.5.6.,11
88 Alton Towers Crcl,23,2.2.3.2,11
88 Alton Towers Crcl,23,6.3.1.4,11
2190 Weston Rd,5,9.6.2.6,4
2190 Weston Rd,5,9.6.3.6,4
2460 Keele St,5,1.1.2.1,5
2460 Keele St,5,2.4.1.1,5
2460 Keele St,5,6.4.1.2,5
205 Wynford Dr,16,1.1.2.1./6.3.2.2.,12
205 Wynford Dr,16,2.2.3.2,12
205 Wynford Dr,16,2.4.1.1,12
205 Wynford Dr,16,2.7.1.7,12
205 Wynford Dr,16,2.8.2.1,12
30 Carabob Crt,22,1.1.2.1./7.2.2.1.,9
30 Carabob Crt,22,2.2.3.2,9
30 Carabob Crt,22,2.8.3.4,9
2020 McNicoll Ave,22,2.2.3.2,6
2020 McNicoll Ave,22,4.3.13.5,6
1883 McNicoll Ave,22,1.1.2.1,8
1883 McNicoll Ave,22,2.2.3.2,8
50 Ordnance St,10,6.3.1.4,3
2020 Don Mills Rd,16,2.4.1.1,12
2020 Don Mills Rd,16,2.8.3.2,12
2020 Don Mills Rd,16,6.5.1.5 (1),12
410 Dufferin St,9,1.1.2.1,9
410 Dufferin St,9,2.2.2.1,9
410 Dufferin St,9,2.2.3.2,9
410 Dufferin St,9,2.8.2.5,9
410 Dufferin St,9,6.3.1.4,9
410 Dufferin St,9,6.3.4.3,9
410 Dufferin St,9,6.7.1.3,9
410 Dufferin St,9,9.6.2.13,9
410 Dufferin St,9,9.6.3.6,9
1884 Davenport Rd,9,1.1.2.3./2.7.3.3.(3),16
1884 Davenport Rd,9,1.1.2.3./6.2.7.5.,16
1884 Davenport Rd,9,1.1.2.3./6.3.2.2.,16
1884 Davenport Rd,9,1.1.2.3./6.7.1.1.,16
1884 Davenport Rd,9,2.2.3.1,16
1884 Davenport Rd,9,2.2.3.2,16
1884 Davenport Rd,9,2.4.1.1,16
1884 Davenport Rd,9,2.7.3.2 (1),16
1884 Davenport Rd,9,2.8.2.1,16
1884 Davenport Rd,9,6.2.7.1,16
1884 Davenport Rd,9,6.3.1.4,16
1884 Davenport Rd,9,6.5.1.2,16
1884 Davenport Rd,9,6.5.1.5 (1),16
1884 Davenport Rd,9,6.5.1.8,16
1884 Davenport Rd,9,9.6.2.6,16
1884 Davenport Rd,9,9.6.4.2,16
10 Dora Ave,9,1.1.2.1./6.3.2.2.,1
20 Gladstone Ave,9,1.1.2.1,7
20 Gladstone Ave,9,2.2.3.2,7
20 Gladstone Ave,9,6.2.4.3,7
20 Gladstone Ave,9,9.6.2.13,7
5191 Dundas St W,3,1.1.1.2,1
200 Wellesley St E,13,6.3.1.4,25
1684 Victoria Park Ave,16,2.2.1.1,8
1684 Victoria Park Ave,16,2.2.3.3,8
1684 Victoria Park Ave,16,2.4.1.1,8
65 Forest Manor Rd,17,2.16.2.1,20
65 Forest Manor Rd,17,2.2.3.2,20
65 Forest Manor Rd,17,6.3.3.3,20
65 Forest Manor Rd,17,6.3.4.3,20
65 Forest Manor Rd,17,6.4.2.6. (1),20
65 Forest Manor Rd,17,6.4.2.7,20
65 Forest Manor Rd,17,6.5.6.5,20
20 Zachary Crt,8,1.1.2.1./2.7.3.3.(3),23
20 Zachary Crt,8,1.1.2.1./6.2.7.5.,23
20 Zachary Crt,8,1.1.2.1./6.3.2.4.,23
20 Zachary Crt,8,1.1.2.1./6.3.3.8.,23
20 Zachary Crt,8,1.1.2.1./6.3.4.8,23
20 Zachary Crt,8,1.1.2.1./6.5.5.3.,23
20 Zachary Crt,8,1.1.2.1./6.6.3.5.,23
20 Zachary Crt,8,1.1.2.1./6.7.1.1.,23
20 Zachary Crt,8,1.1.2.1./7.2.2.1.,23
20 Zachary Crt,8,2.2.3.2,23
20 Zachary Crt,8,9.6.5.6,23
30 Esterbrooke Ave,17,1.1.1.2,10
30 Esterbrooke Ave,17,1.1.2.3./6.5.5.2.,10
30 Esterbrooke Ave,17,1.1.2.3./7.2.2.1.,10
30 Esterbrooke Ave,17,2.2.2.1,10
30 Esterbrooke Ave,17,2.8.3.4,10
30 Esterbrooke Ave,17,6.2.4.1,10
30 Esterbrooke Ave,17,6.2.4.3,10
110 Parkway Forest Dr,17,1.1.1.2,24
110 Parkway Forest Dr,17,1.1.2.1,24
110 Parkway Forest Dr,17,2.2.3.2,24
110 Parkway Forest Dr,17,2.7.3.2 (1),24
110 Parkway Forest Dr,17,6.2.1.2,24
110 Parkway Forest Dr,17,6.2.4.3,24
110 Parkway Forest Dr,17,CH 470 - S.6,24
30 Godstone Rd,17,1.1.2.3./7.2.2.1.,13
30 Godstone Rd,17,2.7.3.2,13
30 Godstone Rd,17,9.6.2.6,13
177 Linus Rd,17,9.6.2.6,15
668 Roselawn Ave,8,2.2.3.2,15
668 Roselawn Ave,8,9.6.2.6,15
668 Roselawn Ave,8,9.6.2.6,15
835 Roselawn Ave,8,1.1.1.2,7
835 Roselawn Ave,8,1.1.2.1./6.4.3.7.(1),7
835 Roselawn Ave,8,1.1.2.1./7.2.2.1.,7
835 Roselawn Ave,8,2.16.2.1,7
835 Roselawn Ave,8,2.2.3.2,7
835 Roselawn Ave,8,9.6.2.6,7
835 Roselawn Ave,8,9.6.3.6,7
4005 Bayview Ave,17,1.1.2.2,20
4005 Bayview Ave,17,1.1.2.3./7.2.2.1.,20
4005 Bayview Ave,17,2.2.3.2,20
4005 Bayview Ave,17,6.2.1.2,20
4005 Bayview Ave,17,6.2.4.1,20
4005 Bayview Ave,17,9.6.2.11,20
4005 Bayview Ave,17,9.6.2.6,20
4005 Bayview Ave,17,9.6.4.2,20
2757 Kipling Ave,1,2.2.3.2,7
2757 Kipling Ave,1,9.6.2.13,7
2737 Kipling Ave,1,2.2.3.2,1
12 Rean Dr,17,1.1.2.3./7.2.2.1.,17
12 Rean Dr,17,2.2.2.1,17
12 Rean Dr,17,2.7.3.1,17
12 Rean Dr,17,2.8.3.4,17
12 Rean Dr,17,6.3.2.1,17
12 Rean Dr,17,6.5.1.2,17
12 Rean Dr,17,9.6.2.15,17
12 Rean Dr,17,9.6.2.6,17
12 Rean Dr,17,CH 470 - S.6,17
123 Eglinton Ave E,12,2.2.2.1,6
123 Eglinton Ave E,12,2.4.1.1,6
99 Davisville Ave,12,2.16.2.1,9
99 Davisville Ave,12,6.3.1.4,9
99 Davisville Ave,12,6.5.1.1,9
99 Davisville Ave,12,6.5.6.5,9
111 Davisville Ave,12,1.1.2.1./6.7.1.1.,17
111 Davisville Ave,12,2.2.2.1,17
